id	label	doi	year	first_author	weight	source
W2908960668	Distributed Pressure Sensing for Enabling Self-Aware Autonomous Aerial Vehicles	10.1109/iros.2018.8593664	2018	Cellucci	3	task5import
W4297175957	Spinal Cord Circuits: Models and Reality	10.1007/s11062-022-09927-7	2022	Windhorst	9	rest383
W2036934252	Sensory reweighting dynamics in human postural control	10.1152/jn.00669.2013	2014	Assländer	306	task5import
W2138851916	Asymmetric control of cycle period by the spinal locomotor rhythm generator in the adult cat.	10.1113/jphysiol.2009.176669	2009	Frigon	68	rest383
W4210985909	Kinesthetic Senses	10.1002/cphy.c170036	2018	Proske	109	originals99
W1979026904	Central Pattern Generators of the Mammalian Spinal Cord	10.1177/1073858410396101	2012	Frigon	117	rest383
nodoi:recsnUZTPv5WxrH8Z	Lumbar Spinal Interneuron Activity as it Relates to Rhythmic Motor Output in the Adult, Spinal, Air-Stepping Cat		2014	McMahon	0	task5import
W2790783599	Proprioceptive postural control of a musculoskeletal model against horizontal disturbances	10.1109/robio.2017.8324592	2017	Kaminishi	1	task5import
W2063170512	Are muscle synergies useful for neural control?	10.3389/fncom.2013.00019	2013	de Rugy	118	task5import
W2031321282	Fixed-wing MAV attitude stability in atmospheric turbulence, part 1: Suitability of conventional sensors	10.1016/j.paerosci.2014.06.001	2014	Mohamed	69	task5import
W2277832626	Neural Control of Walking in People with Parkinsonism	10.1152/physiol.00034.2015	2016	Peterson	198	task5import
W3160695845	Recent advances in evolutionary and bio-inspired adaptive robotics: Exploiting embodied dynamics	10.1007/s10489-021-02275-9	2021	Husbands	38	rest383
W2176091123	Modeling neural plasticity in echo state networks for classification and regression	10.1016/j.ins.2015.11.017	2016	Yusoff	81	task5import
W2734605370	Simulation of Human Balance Control Using an Inverted Pendulum Model	10.1007/978-3-319-63537-8_15	2017	Hilts	5	rest383
W2140297648	Central pattern generators for bipedal locomotion	10.1007/s00285-006-0021-2	2006	Pinto	107	task5import
W2334764185	Deadbeat control with (almost) no sensing in a hybrid model of legged locomotion	10.1109/icamechs.2014.6911592	2014	Council	11	task5import
W2152578300	Spinal Cord Pattern Generators for Locomotion	10.1016/s1388-2457(03)00120-2	2003	Dietz	409	originals99
W2018414313	Phenomenological models of the dynamics of muscle during isotonic shortening	10.1016/j.jbiomech.2013.07.018	2013	Yeo	8	task5import
W3129123643	Neural control of rhythmic limb motion is shaped by size and speed	10.21203/rs.3.rs-153297/v1	2021	Sutton	9	rest383
W2139114957	Passive dynamics change leg mechanics for an unexpected surface during human hopping	10.1152/japplphysiol.00393.2004	2004	Moritz	158	task5import
nodoi:rectlEVb3Wncz8mDx	Biomimetic joint actuators		2012	Herr	0	task5import
W2146832460	Incidence and Cost of Serious Fall-Related Injuries in Nursing Homes	10.1177/1054773811414180	2012	Quigley	45	task5import
W2034134392	Functional muscle synergies constrain force production during postural tasks.	10.1016/j.jbiomech.2007.09.012	2008	McKay	63	task5import
W3164037707	The CPGs for Limbed Locomotion-Facts and Fiction.	10.3390/ijms22115882	2021	Grillner	77	demo50
W2155213171	Spinal circuitry of sensorimotor control of locomotion	10.1111/j.1469-7793.2001.0041b.x	2001	McCrea	252	originals99
W2582900285	Probing the Human Spinal Locomotor Circuits by Phasic Step-Induced Feedback and by Tonic Electrical and Pharmacological 	10.2174/1381612822666161214144655	2017	Hofstoetter	36	rest383
W2049678966	Proprioceptive feedback contributes to the adaptation toward an economical gait pattern	10.1016/j.jbiomech.2015.04.024	2015	Hubbuch	25	task5import
W4207032637	Analyzing Modeled Torque Profiles to Understand Scale-Dependent Active Muscle Responses in the Hip Joint	10.3390/biomimetics7010017	2022	Young	5	rest383
W2046467345	Proprioceptive feedback reinforces centrally generated stepping patterns in the cockroach	10.1242/jeb.067488	2012	Fuchs	37	task5import
W2025947382	Synaptic actions on motoneurones caused by impulses in Golgi tendon organ afferents.	10.1113/jphysiol.1957.sp005849	1957	Eccles	557	rest383
W2769157753	Motor module activation sequence and topography in the spinal cord during air-stepping in human: Insights into the trave	10.14814/phy2.13504	2017	Yokoyama	4	rest383
W2896597736	A Spinal Mechanism Related to Left–Right Symmetry Reduces Cutaneous Reflex Modulation Independently of Speed During Spli	10.1523/jneurosci.1082-18.2018	2018	Hurteau	34	demo50
W2165919804	Motor cortical regulation of sparse synergies provides a framework for the flexible control of precision walking	10.3389/fncom.2013.00083	2013	Krouchev	43	demo50
W2071853141	A simple model for clock-actuated legged locomotion	10.1134/s1560354707050048	2007	Seipel	119	task5import
W2007769909	The role of cutaneous afferents from the distal hindlimb in the regulation of the step cycle of thalamic cats	10.1007/bf00235013	1976	Duysens	304	demo50
W2026853446	The Importance of Body Stiffness in Undulatory Propulsion	10.1093/icb/36.6.678	1996	Long	229	task5import
W3166939190	Proprioceptive Stimulation Added to a Walking Self-Avatar Enhances the Illusory Perception of Walking in Static Particip	10.3389/frvir.2021.557783	2021	Labbe	8	task5import
W1648369341	The comparative investigation of the stick insect and cockroach models in the study of insect locomotion	10.1016/j.cois.2015.07.004	2015	Ayali	90	originals99
W2097541219	Integrative pattern of Ia synaptic actions on motoneurones of hip and knee muscles.	10.1113/jphysiol.1958.sp006101	1958	Eccles	381	demo50
W2984129648	A dynamical model exploring sensory integration in the insect central complex substructures	10.1088/1748-3190/ab57b6	2020	Pickard	4	demo50
W2616362470	The distal hindlimb musculature of the cat. Cutaneous reflexes during locomotion.	10.1007/bf00235875	1985	Abraham	106	rest383
W131030061	The Implications of Force Feedback for the λ Model	10.1007/978-0-387-77064-2_36	2009	Nichols	21	rest383
W2829536470	Dendritic Neuron Model With Effective Learning Algorithms for Classification, Approximation, and Prediction	10.1109/tnnls.2018.2846646	2019	Gao	703	task5import
W2098277672	Modular organization of motor behavior in
the frog's spinal cord 	10.1016/0166-2236(95)94494-p	1995	Bizzi	225	originals99
W4405185033	Operation of spinal sensorimotor circuits controlling phase durations during tied-belt and split-belt locomotion after a	10.7554/elife.103504	2025	Rybak	4	digest20
W1987299193	Improving reservoirs using intrinsic plasticity	10.1016/j.neucom.2007.12.020	2008	Schrauwen	232	task5import
W1997438330	Central pattern generator and its learning via simultaneous perturbation method	10.1109/ijcnn.2012.6252803	2012	Maeda	3	task5import
W2037748403	Digital Multiplierless Implementation of Biological Adaptive-Exponential Neuron Model	10.1109/tcsi.2013.2286030	2014	Gomar	112	task5import
W2953635476	Analyzing the Interplay Between Local CPG Activity and Sensory Signals for Inter-leg Coordination in Drosophila	10.1007/978-3-030-24741-6_34	2019	Nourse	1	rest383
W2474121502	Reversal of the influence of group Ib afferents from plantaris on activity in medial gastrocnemius muscle during locomot	10.1152/jn.1993.70.3.1009	1993	Pearson	372	rest383
nodoi:recwOnb3OxPpfMrmX	Model-based neuromechanical controller for a robotic leg		2010	Herr	0	task5import
W2110252881	Motoneuronal and muscle synergies involved in cat hindlimb control during fictive and real locomotion: a comparison stud	10.1152/jn.00865.2011	2012	Markin	77	originals99
W2142656730	The significance of dynamical architecture for adaptive responses to mechanical loads during rhythmic behavior	10.1007/s10827-014-0519-3	2015	Shaw	39	rest383
W2786493955	Balance Control Mediated by Vestibular Circuits Directing Limb Extension or Antagonist Muscle Co-activation	10.1016/j.celrep.2018.01.009	2018	Murray	92	task5import
W1966178566	Contribution of Cutaneous Inputs From the Hindpaw to the Control of Locomotion. I. Intact Cats	10.1152/jn.00496.2003	2003	Gagnon	216	rest383
W2006207808	Convergent evolution and locomotion through complex terrain by insects, vertebrates and robots	10.1016/j.asd.2004.05.001	2004	Ritzmann	165	rest383
W2170614461	A Silicon Central Pattern Generator Controls Locomotion in Vivo	10.1109/tbcas.2008.2001867	2008	Vogelstein	71	task5import
W2303850821	Modulation of ipsi- and contralateral reflex responses in unrestrained walking cats	10.1152/jn.1980.44.5.1024	1980	Duysens	224	rest383
W2144088704	Sensory feedback plays a significant role in generating walking gait and in gait transition in salamanders: a simulation	10.3389/fnbot.2011.00003	2011	Harischandra	57	task5import
W2898822913	A Dynamic Neural Network Designed Using Analytical Methods Produces Dynamic Control Properties Similar to an Analogous C	10.1109/lcsys.2018.2871126	2019	Hilts	11	rest383
W2017402562	Spinal control of locomotion--from cat to man.	10.1111/j.1748-1716.2006.01651.x	2007	Hultborn	155	rest383
W2109218006	Postural orientation and equilibrium: what do we need to know about neural control of balance to prevent falls?	10.1093/ageing/afl077	2006	Horak	2749	task5import
W2558577595	The Stabilizing Properties of Foot Yaw in Human Walking	10.1016/j.jbiomech.2016.11.059		Rebula	49	task5import
W2737845248	Stimulation of the Spinal Cord for the Control of Walking	10.1142/9789813207158_0025	2017	Dalrymple	11	rest383
doi:10.18910/92326	An integrated neuromechanical model of the mouse to study neural control of locomotion	10.18910/92326	2023	Ramalingasetty	0	task5import
doi:10.18910/92264	Comparative investigation of control mechanisms for turning during quadrupedal robot locomotion	10.18910/92264	2023	Lockhart	0	task5import
W2562064557	Bioinspired morphing wings for extended flight envelope and roll control of small drones	10.1098/rsfs.2016.0092	2017	Luca	177	task5import
W2156687620	Observers for Canonic Models of Neural Oscillators	10.1051/mmnp/20105206	2010	Fairhurst	22	task5import
W3116599766	Using Animatlab for Neuromechanical Analysis: Linear Hill Parameter Calculation	10.1007/978-3-030-64313-3_38	2020	Young	1	rest383
W1541946026	Motion Control of a Robot Fish Based on CPG	10.1109/icit.2005.1600829	2005	Wang	21	task5import
W4250087872	Starleth: a compliant quadrupedal robot for fast, efficient, and versatile locomotion	10.1142/9789814415958_0062	2012	Hutter	239	task5import
W3127661488	Relative Contribution of Proprioceptive and Vestibular Sensory Systems to Locomotion: Opportunities for Discovery in the	10.3390/ijms22031467	2021	Akay	43	originals99
W1962249519	Functional plasticity following spinal cord lesions.	10.1016/s0079-6123(06)57016-5	2006	Frigon	145	rest383
W1971815121	Sensing Unsteady Pressure on MAV Wings: A New Method for Turbulence Alleviation	10.4028/www.scientific.net/amm.629.48	2014	Marino	6	task5import
W2095731061	Forelimb muscle activity during equine locomotion	10.1242/jeb.065441	2012	Harrison	64	task5import
W2104438761	Sex comparison of extensibility, passive, and active stiffness of the knee flexors	10.1016/j.clinbiomech.2003.09.003	2004	Blackburn	156	task5import
W2851940109	Neuromechanical Model of Rat Hind Limb Walking with Two Layer CPGs and Muscle Synergies	10.1007/978-3-319-95972-6_15	2018	Deng	3	demo50
W1999272004	Controlling swimming and crawling in a fish robot using a central pattern generator	10.1007/s10514-007-9071-6	2008	Crespi	180	task5import
nodoi:recxZeREOxO01np6I	Neuromuscular Model-Based Sensing And Control Paradigm For A Robotic Leg		2013	Herr	0	task5import
nodoi:recxiEdPoXPkHiALs	Functional role of muscle reflexes for force generation in the decerebrate walking cat		2000	Stein	0	task5import
W2097678807	Restoring walking after spinal cord injury.	10.1016/j.pneurobio.2004.04.003	2004	Fouad	132	rest383
W2902148761	Artificial tactile and proprioceptive feedback improves performance and confidence on object identification tasks	10.1371/journal.pone.0207659	2018	Schiefer	122	task5import
W2029742160	Intermittent control with ankle, hip, and mixed strategies during quiet standing: A theoretical proposal based on a doub	10.1016/j.jtbi.2012.06.019	2012	Suzuki	208	task5import
W2143314240	Modelling spinal circuitry involved in locomotor pattern generation: insights from deletions during fictive locomotion	10.1113/jphysiol.2006.118703	2006	Rybak	408	originals99
W1820338024	Failure of Averaging in the Construction of a Conductance-Based Neuron Model	10.1152/jn.00412.2001	2002	Golowasch	320	task5import
W2071250994	Integrate-and-fire neurons with threshold noise: A tractable model of how interspike interval correlations affect neuron	10.1103/physreve.72.021911	2005	Lindner	84	task5import
W1725666586	On the definition of central pattern generator and its sensory control	10.1007/bf00337116	1986	Bässler	137	task5import
nodoi:recyBBMz8w6dHOTlk	Method for controlling a robotic limb joint		2014	Herr	0	task5import
nodoi:recyFbFcjkWSlqlMU	From Swimming to Walking with a Salamander Robot Driven by a Spinal Cord Model		2007	Ijspeert	0	originals99
W2667195229	Sensory Feedback in the Control of Posture and Locomotion	10.1002/9781118873397.ch9	2017	Edwards	20	rest383
W365407947	Neural control of locomotion	10.1007/978-1-4757-0964-3	1976	Herman	920	rest383
nodoi:recyRnIe8WN35qmqC	Effects of stimulation of hindlimb flexor group II afferents
during fictive locomotion in the cat		1995	Perreault	0	originals99
W2058378061	Postural Compensation for Unilateral Vestibular Loss	10.3389/fneur.2011.00057	2011	Peterka	77	task5import
W2060807766	Spinal reflexes, mechanisms and concepts: from Eccles to Lundberg and beyond.	10.1016/j.pneurobio.2006.04.001	2006	Hultborn	154	rest383
W2147690681	Functional subdivision of feline spinal interneurons in reflex pathways from group Ib and II muscle afferents; an update	10.1111/j.1460-9568.2010.07354.x	2010	Jankowska	95	rest383
nodoi:recycn2PmXb76Rz93	Neuronal Control of Locomotion 'From Mollusc to Man '		1999	Orlovskiĭ	0	task5import
W2086155025	On the initiation of the swing phase of locomotion in chronic spinal cats.	10.1016/0006-8993(78)90973-3	1978	Grillner	565	rest383
W2151990800	Stabilization of posture by precision touch of the index finger with rigid and flexible filaments	10.1007/s002210100775	2001	Lackner	120	task5import
W3133785897	Integrating Non-spiking Interneurons in Spiking Neural Networks	10.3389/fnins.2021.633945	2021	Strohmer	13	task5import
W2172297011	Use of Visual and Proprioceptive Feedback to Improve Gait Speed and Spatiotemporal Symmetry Following Chronic Stroke: A 	10.2522/ptj.20110206	2012	Lewek	88	task5import
W1796943180	Force-sensitive afferents recruited during stance encode sensory depression in the contralateral swinging limb during lo	10.1111/nyas.12055	2013	Hochman	4	rest383
W3184072428	Inhibition and Facilitation of the Spinal Locomotor Central Pattern Generator and Reflex Circuits by Somatosensory Feedb	10.3389/fnins.2021.720542	2021	Merlet	25	rest383
W2075444384	Postnatal Phenotype and Localization of Spinal Cord V1 Derived Interneurons	10.1002/cne.20711	2005	Álvarez	256	rest383
W2385633827	Multiple modes of electrical activities in a new neuron model under electromagnetic radiation	10.1016/j.neucom.2016.05.004	2016	Lv	332	task5import
nodoi:reczGUAHc5xS7UEdq	Swing-to-Stance Transition in Walking Cats A Role for Hip Position in Initiating the		2005	McVea	0	task5import
W2898102003	Autonomous gait transition and galloping over unperceived obstacles of a quadruped robot with CPG modulated by vestibula	10.1016/j.robot.2018.10.002	2019	Fukui	49	task5import
nodoi:reczJD1x4aNfwMCgs	Quantitative Analysis of Feedback During Locomotion		2006	Ross	0	task5import
W2059695385	Formation of the central pattern generator for locomotion in the rat and mouse	10.1016/s0361-9230(00)00399-3	2000	Nishimaru	136	task5import
W3193141338	A computational model of insect campaniform sensilla predicts encoding of forces during walking.	10.1088/1748-3190/ac1ced	2021	Szczecinski	19	rest383
W4283069285	Comparative anatomy of quadruped robots and animals: a review	10.1080/01691864.2022.2086018	2022	Fukuhara	39	task5import
W4386042157	Distinguishing subtypes of spinal locomotor neurons to inform circuit function and dysfunction	10.1016/j.conb.2023.102763	2023	Dougherty	20	rest383
W1605001310	Controlling Synchronization in an Ensemble of Globally Coupled Oscillators	10.1103/physrevlett.92.114102	2004	Rosenblum	5	task5import
W2174117054	Responses of Golgi tendon organs to active contractions of the soleus muscle of the cat.	10.1152/jn.1967.30.3.466	1967	Houk	530	task5import
W3191104239	A new biological central pattern generator model and its relationship with the motor units	10.1007/s11571-021-09710-0	2022	Lu	16	task5import
W2144390109	Motoneurons have different membrane resistance during fictive scratching and weight support.	10.1523/jneurosci.22-18-08259.2002	2002	Perreault	36	demo50
W4246012448	Analytical CPG model driven by limb velocity input generates accurate temporal locomotor dynamics.	10.7287/peerj.preprints.26734v1	2018	Yakovenko	0	demo50
W2154184845	Vibration-Induced Changes in EMG During Human Locomotion	10.1152/jn.00863.2002	2003	Verschueren	60	rest383
W1975183367	The locomotion of the low spinal cat. I. Coordination within a hindlimb.	10.1111/j.1748-1716.1980.tb06533.x	1980	Forssberg	278	demo50
W2753888333	Diversity of molecularly defined spinal interneurons engaged in mammalian locomotor pattern generation.	10.1152/jn.00322.2017	2017	Ziskind-Conhaim	62	rest383
W1965499222	Sensorimotor Recalibration Depends on Attribution of Sensory Prediction Errors to Internal Causes	10.1371/journal.pone.0054925	2013	Wilke	45	task5import
W2007141058	Time series prediction with single multiplicative neuron model	10.1016/j.asoc.2006.01.003	2007	Yadav	181	task5import
W2782701448	Feedback design for multi-contact push recovery via LMI approximation of the Piecewise-Affine Quadratic Regulator	10.1109/humanoids.2017.8246970	2017	Han	17	task5import
