2026-09-10 16:13:36,143 INFO  Logger.cs: 70 - 
2026-09-10 16:19:36,649 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 03_01_FB_R_004-1
2026-09-10 16:19:36,685 INFO  ExportHelperExtension.cs: 1136 - Found 109 in 03_01_FB_R_004-1
2026-09-10 16:19:36,686 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 03_01_FB_R_004-1
2026-09-10 16:19:36,687 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BPA2-2
2026-09-10 16:19:36,687 INFO  ExportHelperExtension.cs: 1136 - Found 26 in BPA2-2
2026-09-10 16:19:36,687 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BPA2-2
2026-09-10 16:19:36,688 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 04_06_FL_001-1
2026-09-10 16:19:36,688 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 04_06_FL_001-1
2026-09-10 16:19:36,688 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 04_06_FL_001-1
2026-09-10 16:19:36,689 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 04_02_KB_R_003-1
2026-09-10 16:19:36,689 INFO  ExportHelperExtension.cs: 1136 - Found 110 in 04_02_KB_R_003-1
2026-09-10 16:19:36,690 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 04_02_KB_R_003-1
2026-09-10 16:19:36,690 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 05_01_TI_R_007-1
2026-09-10 16:19:36,690 INFO  ExportHelperExtension.cs: 1136 - Found 52 in 05_01_TI_R_007-1
2026-09-10 16:19:36,691 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 05_01_TI_R_007-1
2026-09-10 16:19:36,691 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BPA2-1
2026-09-10 16:19:36,691 INFO  ExportHelperExtension.cs: 1136 - Found 26 in BPA2-1
2026-09-10 16:19:36,692 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BPA2-1
2026-09-10 16:19:36,692 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 03_01_FB_R_004_ribLink-1
2026-09-10 16:19:36,692 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 03_01_FB_R_004_ribLink-1
2026-09-10 16:19:36,693 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 03_01_FB_R_004_ribLink-1
2026-09-10 16:19:36,693 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 05_01_TI_R_006-1
2026-09-10 16:19:36,694 INFO  ExportHelperExtension.cs: 1136 - Found 50 in 05_01_TI_R_006-1
2026-09-10 16:19:36,694 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 05_01_TI_R_006-1
2026-09-10 16:19:36,694 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 04_06_FL_002-1
2026-09-10 16:19:36,695 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 04_06_FL_002-1
2026-09-10 16:19:36,695 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 04_06_FL_002-1
2026-09-10 16:19:36,695 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Patella_v3_template-1
2026-09-10 16:19:36,696 INFO  ExportHelperExtension.cs: 1136 - Found 48 in Patella_v3_template-1
2026-09-10 16:19:36,696 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Patella_v3_template-1
2026-09-10 16:19:36,696 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MuscleOrigins_004-1
2026-09-10 16:19:36,697 INFO  ExportHelperExtension.cs: 1136 - Found 97 in MuscleOrigins_004-1
2026-09-10 16:19:36,697 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in MuscleOrigins_004-1
2026-09-10 16:19:36,698 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 04_05_BL_001-1
2026-09-10 16:19:36,698 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 04_05_BL_001-1
2026-09-10 16:19:36,698 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 04_05_BL_001-1
2026-09-10 16:19:36,699 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 04_01_KT_R_003-1
2026-09-10 16:19:36,699 INFO  ExportHelperExtension.cs: 1136 - Found 109 in 04_01_KT_R_003-1
2026-09-10 16:19:36,700 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 04_01_KT_R_003-1
2026-09-10 16:19:36,700 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Patella_v5-1
2026-09-10 16:19:36,701 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Patella_v5-1
2026-09-10 16:19:36,701 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Patella_v5-1
2026-09-10 16:19:36,701 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BPA1-1
2026-09-10 16:19:36,702 INFO  ExportHelperExtension.cs: 1136 - Found 28 in BPA1-1
2026-09-10 16:19:36,702 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BPA1-1
2026-09-10 16:19:36,702 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 09_BA_003.SLDASM
2026-09-10 16:19:36,703 INFO  ExportHelperExtension.cs: 1136 - Found 83 in 09_BA_003.SLDASM
2026-09-10 16:19:36,703 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 09_BA_003.SLDASM
2026-09-10 16:19:36,703 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-09-10 16:19:36,704 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2026-09-10 16:19:36,704 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 03_01_FB_R_004-1
2026-09-10 16:19:36,704 INFO  ExportHelperExtension.cs: 1136 - Found 109 in 03_01_FB_R_004-1
2026-09-10 16:19:36,705 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 03_01_FB_R_004-1
2026-09-10 16:19:36,705 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BPA2-2
2026-09-10 16:19:36,705 INFO  ExportHelperExtension.cs: 1136 - Found 26 in BPA2-2
2026-09-10 16:19:36,706 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BPA2-2
2026-09-10 16:19:36,706 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 04_06_FL_001-1
2026-09-10 16:19:36,706 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 04_06_FL_001-1
2026-09-10 16:19:36,707 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 04_06_FL_001-1
2026-09-10 16:19:36,707 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 04_02_KB_R_003-1
2026-09-10 16:19:36,707 INFO  ExportHelperExtension.cs: 1136 - Found 110 in 04_02_KB_R_003-1
2026-09-10 16:19:36,708 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in 04_02_KB_R_003-1
2026-09-10 16:19:36,708 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 05_01_TI_R_007-1
2026-09-10 16:19:36,709 INFO  ExportHelperExtension.cs: 1136 - Found 52 in 05_01_TI_R_007-1
2026-09-10 16:19:36,709 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 05_01_TI_R_007-1
2026-09-10 16:19:36,709 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BPA2-1
2026-09-10 16:19:36,710 INFO  ExportHelperExtension.cs: 1136 - Found 26 in BPA2-1
2026-09-10 16:19:36,710 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BPA2-1
2026-09-10 16:19:36,710 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 03_01_FB_R_004_ribLink-1
2026-09-10 16:19:36,711 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 03_01_FB_R_004_ribLink-1
2026-09-10 16:19:36,711 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 03_01_FB_R_004_ribLink-1
2026-09-10 16:19:36,711 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 05_01_TI_R_006-1
2026-09-10 16:19:36,712 INFO  ExportHelperExtension.cs: 1136 - Found 50 in 05_01_TI_R_006-1
2026-09-10 16:19:36,712 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 05_01_TI_R_006-1
2026-09-10 16:19:36,712 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 04_06_FL_002-1
2026-09-10 16:19:36,713 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 04_06_FL_002-1
2026-09-10 16:19:36,713 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 04_06_FL_002-1
2026-09-10 16:19:36,713 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Patella_v3_template-1
2026-09-10 16:19:36,713 INFO  ExportHelperExtension.cs: 1136 - Found 48 in Patella_v3_template-1
2026-09-10 16:19:36,714 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Patella_v3_template-1
2026-09-10 16:19:36,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MuscleOrigins_004-1
2026-09-10 16:19:36,715 INFO  ExportHelperExtension.cs: 1136 - Found 97 in MuscleOrigins_004-1
2026-09-10 16:19:36,715 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in MuscleOrigins_004-1
2026-09-10 16:19:36,715 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 04_05_BL_001-1
2026-09-10 16:19:36,716 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 04_05_BL_001-1
2026-09-10 16:19:36,716 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 04_05_BL_001-1
2026-09-10 16:19:36,716 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 04_01_KT_R_003-1
2026-09-10 16:19:36,717 INFO  ExportHelperExtension.cs: 1136 - Found 109 in 04_01_KT_R_003-1
2026-09-10 16:19:36,717 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 04_01_KT_R_003-1
2026-09-10 16:19:36,717 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Patella_v5-1
2026-09-10 16:19:36,718 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Patella_v5-1
2026-09-10 16:19:36,718 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Patella_v5-1
2026-09-10 16:19:36,719 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BPA1-1
2026-09-10 16:19:36,719 INFO  ExportHelperExtension.cs: 1136 - Found 28 in BPA1-1
2026-09-10 16:19:36,719 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BPA1-1
2026-09-10 16:19:36,786 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-09-10 16:19:49,559 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2026-09-10 16:19:49,561 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
<Link z:Id="i1" xmlns="http://schemas.datacontract.org/2004/07/SW2URDF" xmlns:i="http://www.w3.org/2001/XMLSchema-instance" xmlns:z="http://schemas.microsoft.com/2003/10/Serialization/"><Attributes><Attribute z:Id="i2"><AttributeType>name</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema">base_link</Value></Attribute></Attributes><ChildElements><URDFElement z:Id="i3" i:type="Inertial"><Attributes/><ChildElements><URDFElement z:Id="i4" i:type="Origin"><Attributes><Attribute z:Id="i5"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i6"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i6"/><XYZAttribute z:Ref="i5"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i7" i:type="Mass"><Attributes><Attribute z:Id="i8"><AttributeType>value</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute></Attributes><ChildElements/><ElementName>mass</ElementName><required>false</required><ValueAttribute z:Ref="i8"/></URDFElement><URDFElement z:Id="i9" i:type="Inertia"><Attributes><Attribute z:Id="i10"><AttributeType>ixx</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i11"><AttributeType>ixy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i12"><AttributeType>ixz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i13"><AttributeType>iyy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i14"><AttributeType>iyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i15"><AttributeType>izz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute></Attributes><ChildElements/><ElementName>inertia</ElementName><required>false</required><IxxAttribute z:Ref="i10"/><IxyAttribute z:Ref="i11"/><IxzAttribute z:Ref="i12"/><IyyAttribute z:Ref="i13"/><IyzAttribute z:Ref="i14"/><IzzAttribute z:Ref="i15"/></URDFElement></ChildElements><ElementName>inertial</ElementName><required>false</required><Inertia z:Ref="i9"/><Mass z:Ref="i7"/><Origin z:Ref="i4"/></URDFElement><URDFElement z:Id="i16" i:type="Visual"><Attributes/><ChildElements><URDFElement z:Id="i17" i:type="Origin"><Attributes><Attribute z:Id="i18"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i19"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i19"/><XYZAttribute z:Ref="i18"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i20" i:type="Geometry"><Attributes/><ChildElements><URDFElement z:Id="i21" i:type="Mesh"><Attributes><Attribute z:Id="i22"><AttributeType>filename</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>mesh</ElementName><required>false</required><FilenameAttribute z:Ref="i22"/></URDFElement></ChildElements><ElementName>geometry</ElementName><required>true</required><Mesh z:Ref="i21"/></URDFElement><URDFElement z:Id="i23" i:type="Material"><Attributes><Attribute z:Id="i24"><AttributeType>name</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements><URDFElement z:Id="i25" i:type="Color"><Attributes><Attribute z:Id="i26"><AttributeType>rgba</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>1</a:double><a:double>1</a:double><a:double>1</a:double><a:double>1</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>color</ElementName><required>false</required><RGBAAttribute z:Ref="i26"/></URDFElement><URDFElement z:Id="i27" i:type="Texture"><Attributes><Attribute z:Id="i28"><AttributeType>filename</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>texture</ElementName><required>false</required><FilenameAttribute z:Ref="i28"/><wFilename/></URDFElement></ChildElements><ElementName>material</ElementName><required>false</required><Color z:Ref="i25"/><NameAttribute z:Ref="i24"/><Texture z:Ref="i27"/></URDFElement></ChildElements><ElementName>visual</ElementName><required>false</required><Geometry z:Ref="i20"/><Material z:Ref="i23"/><Origin z:Ref="i17"/></URDFElement><URDFElement z:Id="i29" i:type="Collision"><Attributes/><ChildElements><URDFElement z:Id="i30" i:type="Origin"><Attributes><Attribute z:Id="i31"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i32"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i32"/><XYZAttribute z:Ref="i31"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i33" i:type="Geometry"><Attributes/><ChildElements><URDFElement z:Id="i34" i:type="Mesh"><Attributes><Attribute z:Id="i35"><AttributeType>filename</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>mesh</ElementName><required>false</required><FilenameAttribute z:Ref="i35"/></URDFElement></ChildElements><ElementName>geometry</ElementName><required>true</required><Mesh z:Ref="i34"/></URDFElement></ChildElements><ElementName>collision</ElementName><required>false</required><Geometry z:Ref="i33"/><Origin z:Ref="i30"/></URDFElement><URDFElement z:Id="i36" i:type="Joint"><Attributes><Attribute z:Id="i37"><AttributeType>name</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute><Attribute z:Id="i38"><AttributeType>type</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements><URDFElement z:Id="i39" i:type="Origin"><Attributes><Attribute z:Id="i40"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i41"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i41"/><XYZAttribute z:Ref="i40"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i42" i:type="ParentLink"><Attributes><Attribute z:Id="i43"><AttributeType>link</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements/><ElementName>parent</ElementName><required>true</required><NameAttribute z:Ref="i43"/></URDFElement><URDFElement z:Id="i44" i:type="ChildLink"><Attributes><Attribute z:Id="i45"><AttributeType>link</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements/><ElementName>child</ElementName><required>true</required><NameAttribute z:Ref="i45"/></URDFElement><URDFElement z:Id="i46" i:type="Axis"><Attributes><Attribute z:Id="i47"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>axis</ElementName><required>false</required><XYZAttribute z:Ref="i47"/></URDFElement><URDFElement z:Id="i48" i:type="Limit"><Attributes><Attribute z:Id="i49"><AttributeType>lower</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i50"><AttributeType>upper</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i51"><AttributeType>effort</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i52"><AttributeType>velocity</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>limit</ElementName><required>false</required><EffortAttribute z:Ref="i51"/><LowerAttribute z:Ref="i49"/><UpperAttribute z:Ref="i50"/><VelocityAttribute z:Ref="i52"/></URDFElement><URDFElement z:Id="i53" i:type="Calibration"><Attributes><Attribute z:Id="i54"><AttributeType>rising</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i55"><AttributeType>falling</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>calibration</ElementName><required>false</required><FallingAttribute z:Ref="i55"/><RisingAttribute z:Ref="i54"/></URDFElement><URDFElement z:Id="i56" i:type="Dynamics"><Attributes><Attribute z:Id="i57"><AttributeType>damping</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i58"><AttributeType>friction</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>dynamics</ElementName><required>false</required><DampingAttribute z:Ref="i57"/><FrictionAttribute z:Ref="i58"/></URDFElement><URDFElement z:Id="i59" i:type="SafetyController"><Attributes><Attribute z:Id="i60"><AttributeType>soft_upper_limit</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i61"><AttributeType>soft_lower_limit</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i62"><AttributeType>k_position</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i63"><AttributeType>k_velocity</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>safety_controller</ElementName><required>false</required><KPositionAttribute z:Ref="i62"/><KVelocityAttribute z:Ref="i63"/><SoftLowerAttribute z:Ref="i61"/><SoftUpperAttribute z:Ref="i60"/></URDFElement><URDFElement z:Id="i64" i:type="Mimic"><Attributes><Attribute z:Id="i65"><AttributeType>joint</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i66"><AttributeType>multiplier</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i67"><AttributeType>offset</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>mimic</ElementName><required>false</required><JointNameAttribute z:Ref="i65"/><MultiplierAttribute z:Ref="i66"/><OffsetAttribute z:Ref="i67"/></URDFElement></ChildElements><ElementName>joint</ElementName><required>false</required><Axis z:Ref="i46"/><AxisName/><Calibration z:Ref="i53"/><Child z:Ref="i44"/><CoordinateSystemName>Tibia Coordinate System</CoordinateSystemName><Dynamics z:Ref="i56"/><Limit z:Ref="i48"/><Mimic z:Ref="i64"/><NameAttribute z:Ref="i37"/><Origin z:Ref="i39"/><Parent z:Ref="i42"/><Safety z:Ref="i59"/><TypeAttribute z:Ref="i38"/></URDFElement></ChildElements><ElementName>link</ElementName><required>true</required><Children/><Collision z:Ref="i29"/><Inertial z:Ref="i3"/><Joint z:Ref="i36"/><NameAttribute z:Ref="i2"/><Parent i:nil="true"/><STLQualityFine>false</STLQualityFine><SWComponentPIDs xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:base64Binary>UEYAAAUAAAD//v8aMAA0AF8AMAAyAF8ASwBCAF8AUgBfADAAMAAzAC0AMQBAADAAOQBfAEIAQQBfADAAMAAzAAQAAAAQAAAAAQAAAAEAAAAzAAAA</a:base64Binary></SWComponentPIDs><SWMainComponentPID i:nil="true"/><Visual z:Ref="i16"/><isFixedFrame>false</isFixedFrame><isIncomplete>false</isIncomplete></Link>
2026-09-10 16:20:53,515 INFO  AssemblyExportForm.cs: 309 - Saving URDF package to D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly\09_BA_003.URDF
2026-09-10 16:20:53,517 INFO  ExportHelper.cs: 147 - Beginning the export process
2026-09-10 16:20:53,518 INFO  ExportHelper.cs: 153 - Creating package directories with name 09_BA_003.URDF and save path D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly
2026-09-10 16:20:57,337 INFO  ExportHelper.cs: 162 - Creating CMakeLists.txt at D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly\09_BA_003.URDF\CMakeLists.txt
2026-09-10 16:20:57,338 INFO  ExportHelper.cs: 166 - Creating joint names config at D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly\09_BA_003.URDF\config\joint_names_09_BA_003.URDF.yaml
2026-09-10 16:20:57,339 INFO  ExportHelper.cs: 170 - Creating package.xml at D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly\09_BA_003.URDF\package.xml
2026-09-10 16:20:57,339 INFO  PackageXMLWriter.cs: 21 - Creating package.xml at D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly\09_BA_003.URDF\package.xml
2026-09-10 16:20:57,342 INFO  ExportHelper.cs: 177 - Creating RVIZ launch file in D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly\09_BA_003.URDF\launch\
2026-09-10 16:20:57,343 INFO  ExportHelper.cs: 182 - Creating Gazebo launch file in D:\GitHub\Bipedal_Robot\Solid_Models\Biomimetics_2022-Knee_Test\Knee assembly\09_BA_003.URDF\launch\
2026-09-10 16:20:57,344 INFO  ExportHelper.cs: 187 - Saving existing STL preferences
2026-09-10 16:20:57,345 INFO  ExportHelper.cs: 450 - Saving users preferences
2026-09-10 16:20:57,346 INFO  ExportHelper.cs: 190 - Modifying STL preferences
2026-09-10 16:20:57,346 INFO  ExportHelper.cs: 464 - Setting STL preferences
